"Traced_NHSNUMBER","DateOfBirth","PatientFirstName","PatientOtherName","PatientSurname","PatientAddress_Line1","PatientAddress_Line2","PatientAddress_Line3","PatientAddress_Line4","PatientAddress_Line5","PatientAddress_Postcode","GPPracticeCode","Practice_Name","contact_telephone","mobile","landline","oslaua","ccg","Flag_Chemo_Radiotherapy","Flag_Respiratory","Flag_HaematologicalCancers","Flag_PregnantWithCongentialHeartDefect","Flag_Transplant","Flag_RareDiseases","gender","Flag_PDSInformallyDeceased","oscty","live_in_england","first_name","middle_name","last_name","city","address_l1","address_l2","county","postcode","nhs_number","carry_supplies","reference_id","full_dob","session_id","csrf_token","phone_number_calls","phone_number_texts","contact","know_nhs_number","check_answers_seen","nhs_letter","basic_care_needs","dietary_requirements","medical_conditions","essential_supplies","updated_at","referenceid","unixtimestamp","created_at","ivr_nhs_number","ivr_postcode","ivr_dob","ivr_customer_callling_number","ivr_current_item_id","ivr_transfer","ivr_fallback_time","ivr_nhs_known","ivr_contact_id","ivr_preferred_phone_number","ivr_phone_number_calls","ivr_postal_code_verified","ivr_delivery_supplies","ivr_carry_supplies","ivr_have_help","ivr_call_timestamp","ivr_umet_needs"
"9349848361","20060804","Alby","Cummings","Corkery","Flat 7Joshua manors","New Matthew","Harry ford","Penninghame","Dumfries and Galloway","TN13 3XP","Y05288","RESPIRATORY SERVICE STOKE AND NORTH","0300 7907000","+44(0)3279 703038","+44(0)4417 390462","Dumfries and Galloway","11N","1","1","0","1","1","0",NA,"1","Penninghame","no","Alby","Cummings","Corkery","Penninghame","816 Susan road","Amber crescent","Dumfries and Galloway","M5E 8SW","9349848361","yes","20200417-305439-41F616","2006-07-03","28643f1760954839bb1b370cf2c1963b","02710a93fe674144a9f524140966e6ce","02035464926","0909717158","xhmjtrokl@egqrfbh.eda","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1985-06-09 08:30:24","20200417-305439-41F616","2008-09-16 14:23:30","1999-10-26 14:55:01","9349848361","EC8N 8PL","2007-04-04","0899237983","46","FALSE","3","yes","096478e4-0068-423c-8796-5d78f771fe21","01705 922544","02035464926","FALSE","TRUE","FALSE","FALSE","2014-11-25 21:40:49",NA
"5388747664","20061218","Christel","Gibson","Dare","3 Leslie rapids","South Eileenport","Williams mission","Greave",NA,"KY8 4BL","Y00896","WESTWOOD PARK DIAGNOSTIC TC","01274 425990","+44(0)7017056715","08864 576461",NA,"08Y","0","1","0","1","1","0","2","1","Greave","yes","Christel","Gibson","Dare","Greave","Studio 01mGordon motorway","Alan island",NA,"TN1X 5NN","5388747664","yes","20200326-899550-6288AA","2005-07-21","ad318239f401446fbd8f56c18b1bc787","83200a58833c47449ba9d9e704427abc","(03623) 71698","(05499) 678909","coye@hbq.vqf","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1983-04-30 07:03:43","20200326-899550-6288AA","1974-07-27 21:02:37","2005-07-22 00:04:23","5388747664","NW1 7ZR","2005-07-08","(02254) 888185","69","TRUE","1","yes","dd50d281-3e9a-47c5-a11b-b5ab3a20c56d","04805295036","(03623) 71698","TRUE","TRUE","TRUE","TRUE","1994-08-18 16:08:49",NA
"4429346738","20050501","Goldia","Goodwin","Schamberger","Flat 2Turner centers","Youngview","Gregory corner","Llanddunwyd","Bro Morgannwg - the Vale of Glamorgan","TN23 3QX","N81049","ANNANDALE MEDICAL CENTRE","01565 755222","03801 02043","(06979) 02063","Bro Morgannwg - the Vale of Glamorgan","07Y","1","0","0","0","1","0","2","1","Llanddunwyd","no","Goldia","Goodwin","Schamberger","Llanddunwyd","942 Geraldine heights","Lewis ranch","Bro Morgannwg - the Vale of Glamorgan","E8T 7NF","4429346738","no","20200412-421631-BF5BD2","2007-01-16","c7d9809a75304df59f3ee147aa77260f","21cb2452960243d18c4f3e71bf6f3de5","+44(0)5230654215","01983892105","wpr@msihrp.jtl","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1973-03-18 09:06:14","20200412-421631-BF5BD2","1972-05-16 15:38:08","1982-08-01 01:49:58","4429346738","DY8B 0QD","2007-03-27","0895548175","10","FALSE","2","yes","763c6a3d-1bbf-472c-8d61-e77a92accec8","(09508) 39004","+44(0)5230654215","FALSE","FALSE","FALSE","TRUE","1970-12-09 10:19:35",NA
"3560249950","20060917","Gaige","Bliss","Cremin","36 Smith rest","Armstrongchester","Marc shore","Kielder","Northumberland","SS11 7EP","E83031","THE VILLAGE SURGERY","020 84496443","+44(0)5556439699","0308739857","Northumberland","14L","0","0","0","0","1","1",NA,"1","Kielder","no","Gaige","Bliss","Cremin","Kielder","809 Catherine avenue","Patrick row","Northumberland","M2 0DW","3560249950","yes","20200417-676927-550904","2005-11-24","0011bfcde754452c9109f3887ad729e4","e5b3e0756d9a47ef93f0636b6befb880","06244 273868","+44(0)1010 57579","byupka@sgjadwzvc.iwk","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2001-05-30 17:22:55","20200417-676927-550904","2004-01-07 10:59:09","2001-09-04 23:29:44","3560249950","DG99 7GH","2006-08-14","+44(0)3298 32158","58","TRUE","3","no","56600711-5e8c-4e7e-a086-78240caa0d6b","(07967) 986766","06244 273868","TRUE","FALSE","TRUE","FALSE","2014-04-23 19:26:29",NA
"5257743149","20060630","Elsworth","Leuschke","Kuhic","020 Davis estate","Paulport","Hardy greens","Stonestreet Green","Kent","BN16 2BS","JER112","JERSEY HOSPICE CARE","01534 876555","03572 502187","(07788) 18791","Kent","15C","1","0","0","0","1","1","1","0","Stonestreet Green","no","Elsworth","Leuschke","Kuhic","Stonestreet Green","58 Danielle shores","Ashleigh estates","Kent","B4 5LN","5257743149","yes","20200406-166661-046709","2006-12-12","3359150fa630492fb21786e0244d3209","73c995bf76a24710a1c8e784ac0766b2","0256646590","+44(0)8407766895","qznadbrtf@cpimbatjnd.smq","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2008-12-10 06:43:08","20200406-166661-046709","1996-12-14 08:17:57","1973-06-20 05:11:35","5257743149","N94 6XT","2005-06-21","(00260) 261872","86","FALSE","5","no","0c35ac10-ac3e-4765-b2c6-8b10b54918c1","+44(0)090774918","0256646590","TRUE","TRUE","FALSE","TRUE","1972-08-15 17:38:55",NA
"4642457237","20060507","Rayna","Kuvalis","Lehner","Studio 33Lynda camp","North Shane","Diane lane","Shotton","County Durham","G45 9UE","Y06006","STFT PAEDIATRIC DIABETES","0191 4041000","+44(0)0584 485691","(03305) 879532","County Durham","05G","1","0","0","0","0","0","2","0","Shotton","yes","Rayna","Kuvalis","Lehner","Shotton","Flat 3Cameron lane","Pauline forks","County Durham","SE2 5LB","4642457237","no","20200404-524810-FE8203","2006-04-21","a3f96f788e1940f297eeecbd8c982cfe","c29e9dbbb3134087a8f6d843858aed0d","+44(0)2279637315","(02345) 06121","xfpgyedwa@ygkw.wgo","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1980-06-22 18:27:10","20200404-524810-FE8203","1990-08-16 03:39:24","2017-02-15 11:36:11","4642457237","PH54 6LW","2006-02-28","(08089) 275256","37","TRUE","0","no","65397ba4-51f1-4798-8899-2dddc27f75d2","(03040) 054147","+44(0)2279637315","FALSE","FALSE","FALSE","FALSE","1997-03-26 06:21:12",NA
"3651559189","20060520","Koda","Sporer","Robel","133 Stacey ville","Georginachester","Nathan inlet","Fordyce","Aberdeenshire","LE17 4AZ","E81001","DR I SALEH'S PRACTICE","01582 343347","+44(0)488368443","04721355503","Aberdeenshire","04Y","1","1","1","0","0","1","1","1","Fordyce","yes","Koda","Sporer","Robel","Fordyce","7 Stewart glens","Colin trace","Aberdeenshire","RG6 6WP","3651559189","yes","20200401-793593-096550","2005-08-19","6b11f3c67bbb4b86af4b9dc64777b307","625d7ee3587c45bdbf04b3c16119fd63","(03372) 12926","02938033362","lquv@ctavjxmib.ptu","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1984-11-18 23:50:40","20200401-793593-096550","1972-02-19 07:21:38","1996-02-28 06:30:41","3651559189","W21 2BL","2005-08-14","0451919406","3","FALSE","3","yes","a39631a7-b004-4200-9f6e-3f9f49bc36eb","09384 845713","(03372) 12926","TRUE","TRUE","FALSE","FALSE","1974-06-23 19:14:23",NA
"9971138244","20060626","Hobart","Ledner","Thompson","5 Allen mill","Gemmabury","Wilson plaza","Winestead","East Riding of Yorkshire","MK14 5JF","C81679","CLOWNE CLINIC","0300 1231201","+44(0)5736 112789","(01282) 477637","East Riding of Yorkshire","01D","1","1","1","1","0","0","2","1","Winestead","yes","Hobart","Ledner","Thompson","Winestead","Flat 0Parry parkways","Hollie haven","East Riding of Yorkshire","GL0B 8QP","9971138244","yes","20200418-277858-CD10B6","2005-12-21","e5e2262d87ad4e7285570fd74620f2fb","8c9b531f3e5f44fe851f8dbdb0406484","01353 41533","+44(0)4297 520193","tdnohge@yzamp.alc","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1981-01-24 18:34:03","20200418-277858-CD10B6","2011-08-18 14:59:16","1993-01-03 07:27:01","9971138244","G55 0DD","2006-04-23","02793 817547","14","TRUE","4","yes","602eadaa-8bc6-4be8-9304-6afe9918424e","+44(0)4831 81033","01353 41533","FALSE","FALSE","FALSE","FALSE","1995-12-08 01:40:39",NA
"2680405009","20070126","Ouida","Reynolds","Kessler","395 Edward glen","New Ann","Bailey falls","Spennells","Worcestershire","M40 0DY","A91021","CRANWELL MEDICAL CENTRE",NA,"+44(0)9190065237","+44(0)7802 012465","Worcestershire","42D","0","1","0","0","1","1",NA,"1","Spennells","no","Ouida","Reynolds","Kessler","Spennells","885 Warren viaduct","Nelson hollow","Worcestershire","DN45 7AF","2680405009","no","20200327-942528-A19318","2005-09-19","ef9143b6d63a4b739dc0336c0927c811","4d62ffee91a24fbebe4495f6692a5667","(05089) 273073","0299598090","ucdymhk@gkhtxzmd.cha","YES, I KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","1998-02-20 19:55:50","20200327-942528-A19318","1980-04-20 09:19:42","1999-12-24 00:51:56","2680405009","CF8 5AR","2007-01-16","+44(0)1498 197830","46","FALSE","9","no","33ba1c57-c85b-44a7-8e2e-b015eeb711d1","+44(0)5443294952","(05089) 273073","FALSE","TRUE","TRUE","FALSE","1990-11-19 00:55:51",NA
"8600402151","20050709","Ora","Mertz","Spinka","170 Walker circle","Roystad","Raymond union","Middleton","Northumberland","IP11 2JP","Y06309","ROYAL SURREY(CEDAR CTR)-FREESTYLE LIBRE","01483 571122","+44(0)3462 704304","01768 02242","Northumberland","05R","1","0","1","1","1","0","1","0","Middleton","no","Ora","Mertz","Spinka","Middleton","0 Jenna branch","Douglas crossroad","Northumberland","E3E 3RS","8600402151","no","20200326-157559-85FB90","2006-10-20","1afedf6dcf2145b9a72a68b2bf913e01","06f387abcd2042ff85ac4aaa406a6e4a","04415141868","0189239577","zgpkfqwlix@jygv.xfl","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","no","2016-09-18 04:45:36","20200326-157559-85FB90","1999-10-23 20:40:01","2005-05-07 04:52:59","8600402151","NN1X 3JG","2007-03-09","+44(0)889632282","93","FALSE","4","no","a1a03767-e959-4644-875b-1db602a458df","0221151042","04415141868","TRUE","FALSE","TRUE","FALSE","1986-04-16 16:05:07",NA
"9617237974","20050615","Kya","Hagenes","Reynolds","Studio 11Jack island","Lake Kim","Lindsey lock","Edford","Somerset","PR25 5TE","G84005","DERRY DOWNS SURGERY","01689 820036","09287 275193","0373784397","Somerset","08Y","1","1","0","1","1","1","2","1","Edford","yes","Kya","Hagenes","Reynolds","Edford","463 Williams manor","Holly station","Somerset","L0 2JB","9617237974","no","20200329-513284-9F870F","2006-07-22","dc83e758ae704afc8bdcd29347377d76","e2130e329f4340969cf9ca41ec77a5a3","0803082599","09395242084","owz@ayb.jkb","YES, I KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1992-08-01 05:11:54","20200329-513284-9F870F","2000-11-13 09:09:07","2002-02-27 13:01:43","9617237974","WC72 5XP","2007-01-13","+44(0)1288 298584","16","FALSE","1","no","7531d9a8-066d-4363-8bf6-8ee8af4e2345","+44(0)785681534","0803082599","TRUE","FALSE","TRUE","FALSE","2014-12-02 11:28:47",NA
"4065090935","20050614","Chiquita","Hermann","Frami","Studio 0Bell throughway","Bakerstad","Bailey camp","Beadlam","North Yorkshire","SW15 1UT","Y03443","SOUTHWARK PCT SERVICE 3","020 30497700","(05972) 59070","06935175207","North Yorkshire","06F","1","1","0","0","0","1","9","0","Beadlam","yes","Chiquita","Hermann","Frami","Beadlam","739 Howard crescent","Schofield trafficway","North Yorkshire","G1 8FH","4065090935","yes","20200416-979932-1256FE","2006-04-17","236812f33a0f438d8754b914ca6fe686","c3094294c7fc4261bcc07d6495629abc","(08535) 90998","05181 599953","bonfhlgwr@dxk.blx","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","yes","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1996-10-06 20:03:40","20200416-979932-1256FE","1987-06-17 09:55:36","2007-02-04 23:33:36","4065090935","SK9R 6LR","2006-05-01","(05344) 298019","96","FALSE","9","yes","4d3feafa-7946-404b-999b-117d9482c5e1","(09927) 74613","(08535) 90998","FALSE","TRUE","TRUE","TRUE","2010-02-28 00:13:05",NA
"1140241643","20070406","Sheena","Gorczany","Bauch-White","301 Potter field","New Teresa","Adrian rapids","Lane Head","County Durham","CH5 2HJ","C83634","TASBURGH LODGE SURGERY","01526 352466","+44(0)9355 303764","+44(0)8345 35577","County Durham","00T","0","1","0","1","0","0","0","0","Lane Head","yes","Sheena","Gorczany","Bauch-White","Lane Head","Flat 4Sharon haven","O'Brien highway","County Durham","B96 4SJ","1140241643","yes","20200419-161174-1FB861","2005-11-29","e01e15b5d5344ec58612315a7c106ebf","80ec43b0310e4e1dafa9dcaef0099bf0","(00183) 50772","+44(0)5876 879856","zronduwtx@wasukmct.pyr","YES, I KNOW MY NHS NUMBER","FALSE","yes","yes","no","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","1986-02-05 06:34:32","20200419-161174-1FB861","1976-04-29 18:33:19","2015-02-19 03:44:31","1140241643","G0 1RG","2006-10-25","05769 94893","96","FALSE","1","no","2adf51f5-8e68-4e66-bbf4-8b05a4db3df2","00718 87567","(00183) 50772","FALSE","FALSE","TRUE","FALSE","2003-05-30 23:01:18",NA
"3630092773","20060905","Alfie","Jast-Deckow","Hodkiewicz","5 Gerard corner","Pottsfort","Adams parkway","Lane Ends","North Yorkshire","DL12 8HS","L81669","MONKS PARK SURGERY","0117 9693106","(06886) 27302","04521 529965","North Yorkshire","93C","1","0","1","1","1","1","9","1","Lane Ends","no","Alfie","Jast-Deckow","Hodkiewicz","Lane Ends","Flat 2Marion view","Margaret light","North Yorkshire","N17 1SA","3630092773","no","20200409-796222-4397B2","2006-04-28","795f45a5ce9a46acbbba715b0f9ce11d","49f4350546fa49f688dfdf2a2c06908e","(09659) 67043","(09154) 830096","ohqdmztn@uqo.ocu","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1994-12-01 19:26:22","20200409-796222-4397B2","2019-01-07 09:02:22","2001-06-07 22:31:39","3630092773","M7E 6WH","2006-04-19","0297591621","45","FALSE","2","no","02e8cdcb-1af7-4b90-84c5-915985eec234","00804234353","(09659) 67043","TRUE","TRUE","TRUE","FALSE","1986-07-12 07:00:35",NA
"9338854394","20060102","Abram","Rohan","McDermott","82 Olivia throughway","Stewarthaven","Joshua ridge","Metton","Norfolk","BT23 6QE","C88014","NORWOOD MEDICAL CENTRE","0845 1242498","07619 648516","0738045114","Norfolk","07T","0","1","1","0","1","0","1","0","Metton","yes","Abram","Rohan","McDermott","Metton","91 Gavin summit","Payne prairie","Norfolk","L1T 0ZT","9338854394","yes","20200414-775445-668789","2005-12-09","01b01731a27748648b2965637639cd71","78ecef0315ed40f38a09ce1cd9f098fc","+44(0)8614 935767","+44(0)9364532711","fvzp@ymbz.adv","YES, I KNOW MY NHS NUMBER","TRUE","yes","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1973-11-25 23:18:44","20200414-775445-668789","1997-07-13 22:47:42","2012-10-20 07:17:58","9338854394","B6 0FP","2006-03-27","+44(0)803214564","18","FALSE","0","no","8ca110ba-093a-4d5d-87a9-3c1766fd5746","05091 527562","+44(0)8614 935767","TRUE","TRUE","FALSE","TRUE","2017-11-07 14:04:57",NA
"6723991733","20060805","Lynsey","Bernier-Schneider","Wisoky-Lynch","4 Grace spur","Smithburgh","Hall knoll","Wotton-under-Edge","Gloucestershire","BN12 4HZ","G82140","UNIVERSITY MEDICAL CENTRE","01227 469333","(07761) 256885","(06518) 81441","Gloucestershire","07T","1","0","1","1","0","0",NA,"0","Wotton-under-Edge","yes","Lynsey","Bernier-Schneider","Wisoky-Lynch","Wotton-under-Edge","Studio 62Perry forges","Hilary roads","Gloucestershire","DT79 4QN","6723991733","no","20200420-521696-EB2C01","2006-07-18","5aa57bb9d66a490e8bb209aa8aec25ab","2dd038ab0c0c4c4f917ef81e9662a488","0684337443","0673243481","wijv@petwimuoyn.lxs","YES, I KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2016-11-07 17:35:57","20200420-521696-EB2C01","1987-10-09 13:56:36","1990-05-08 23:40:34","6723991733","G25 0ZX","2007-02-13","+44(0)350904879","18","TRUE","9","no","6d2b915e-2ad8-4457-b64c-1b7880a51295","+44(0)6328 802033","0684337443","TRUE","FALSE","TRUE","TRUE","1979-03-21 17:53:28",NA
"7368393401","20060102","Leslie","Kshlerin","Tremblay","2 Mark road","New Richard","Johnson groves","The Close","Norfolk","NP24 6DE","F82021","THE NEW MEDICAL CENTRE","01708 478800","0922555980","+44(0)6665 16172","Norfolk","15D","0","0","1","0","0","1","2","0","The Close","yes","Leslie","Kshlerin","Tremblay","The Close","Studio 67OClarke burg","James pines","Norfolk","G6 7YY","7368393401","no","20200402-376755-1339E5","2006-03-06","145f6c4e750d4a31bd8e278d1b9c6e60","8732b09c1923423ba8ae9362553b7a6b","+44(0)827078471","(06284) 14629","fabietshz@scunyzh.yta","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","yes","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","2001-10-17 08:10:57","20200402-376755-1339E5","2010-03-25 05:44:39","2015-11-21 18:33:32","7368393401","CH6 9WA","2006-08-13","0787505020","25","FALSE","7","no","802cbcb4-a52d-423d-a018-e9ae9faf7c96","01353 41533","+44(0)827078471","TRUE","FALSE","TRUE","FALSE","2005-06-12 02:01:03",NA
"4787627109","20060705","Gregg","Lawton","Brakus","417 Dixon springs","South Andrea","Jemma brooks","Willoughton","Lincolnshire","UB6 8TG","W91052","LOCUM S","01352 753042","+44(0)5494 813992","+44(0)179387308","Lincolnshire","10X","0","0","1","1","0","1","1","1","Willoughton","yes","Gregg","Lawton","Brakus","Willoughton","Studio 6Hutchinson ramp","Reed walk","Lincolnshire","G0 1YB","4787627109","no","20200331-851269-E679A2","2006-06-03","4aa391358f63496ea01bda9728bc0808","ade2f38cadce454d8b14319615218482","0978576623","+44(0)0063 07772","fqhwuba@xi.hmz","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1985-03-08 01:03:11","20200331-851269-E679A2","1992-06-28 21:58:55","1976-06-15 09:23:27","4787627109","LS57 9RD","2007-01-31","+44(0)288686391","95","TRUE","4","yes","e79db11d-870b-4193-8388-505fc60c6280","+44(0)6449 73173","0978576623","TRUE","TRUE","TRUE","TRUE","2002-07-13 05:59:45",NA
"5148438016","20050516","Ashtyn","Gerhold","Altenwerth-Conroy","5 Robert pine","South Amber","Miller spring","Longstock","Hampshire","CM14 4BL","K84034","CLIFTON HAMPDEN SURGERY","01865 407888","03504 44714","+44(0)144087819","Hampshire","02X","1","1","0","1","1","1","9","1","Longstock","yes","Ashtyn","Gerhold","Altenwerth-Conroy","Longstock","79 Brenda walk","Sandra spurs","Hampshire","ZE38 6LZ","5148438016","yes","20200413-543550-3E49DE","2005-08-18","cc4cbcf37dfe43fda5b0cf62bae2a0dd","14fe851192d146b8b77dc166c81af81f","(04400) 204271","+44(0)241604481","ljaq@xl.zst","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1998-12-10 04:22:01","20200413-543550-3E49DE","1998-06-12 05:55:45","2003-05-09 13:24:20","5148438016","N07 5WY","2006-01-29","07463 02744","65","TRUE","0","yes","fb822819-d601-4559-9ed2-94c17c8dec47","+44(0)6583 89865","(04400) 204271","FALSE","TRUE","FALSE","FALSE","1979-08-30 03:27:58",NA
"2540165867","20050512","Cletus","Rohan","Schowalter","Studio 3Sean way","Johnton","James lake","Bayford","Hertfordshire","HP12 3LE","P81121","BIRLEYWOOD HEALTH CENTRE","01695 736250","+44(0)9345 307689","08924 789800","Hertfordshire","11J","1","1","1","1","0","0",NA,"0","Bayford","no","Cletus","Rohan","Schowalter","Bayford","Flat 20XLewis falls","Davies villages","Hertfordshire","S53 4DE","2540165867","yes","20200402-863620-970FFC","2007-04-12","8a813bea979b4d7ba348558f80691fac","5c6ff06912bb4636a547cb7ea52b1bc3","(03023) 280836","07003217532","oelu@nfvqgpajo.sbi","NO, I DO NOT KNOW MY NHS NUMBER","TRUE","no","yes","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2001-07-26 05:36:06","20200402-863620-970FFC","2005-05-16 11:28:47","1972-07-31 10:41:49","2540165867","RH29 4EL","2005-07-25","+44(0)2757 277556","85","TRUE","5","yes","a98dedfe-ea13-4e4b-9e29-76765daf1af7","+44(0)9414 877776","(03023) 280836","FALSE","FALSE","TRUE","TRUE","2002-04-11 18:14:44",NA
"5616497801","20050806","Elyssa","Hessel","Hagenes","489 Parry parks","Carolinechester","Owen keys","Norton Lees",NA,"S11 9HB","Y05116","CONTINENCE NURSING SERVICE","01743 444062","+44(0)420169023","0536968488",NA,"06T","1","1","0","0","0","1","0","1","Norton Lees","no","Elyssa","Hessel","Hagenes","Norton Lees","86 Douglas ridges","Hazel coves",NA,"S4T 8ZY","5616497801","yes","20200401-458921-5C2028","2005-07-31","3a31df6954024120a232c41cbc81ac91","bd6628dfb6304667acbb86ec08f6a91e","+44(0)5941 09559","05787 19424","qxdhvp@qvkfjwnsr.qvc","YES, I KNOW MY NHS NUMBER","TRUE","no","no","no","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","2007-06-06 12:44:41","20200401-458921-5C2028","1974-08-24 13:48:44","1978-01-30 13:08:45","5616497801","G8 3GD","2005-11-05","0756041554","27","TRUE","7","no","db981859-bd31-420a-870b-f76bc40f0915","0071961353","+44(0)5941 09559","TRUE","FALSE","TRUE","FALSE","1994-03-24 09:27:11",NA
"5707444225","20060316","Hillery","Kub","Oberbrunner","62 Hope extensions","Port Hazelburgh","Sophie gateway","Wragholme","Lincolnshire","GY2 4XE","W95021","LOCUM P","01443 878308","+44(0)6765174473","0265645365","Lincolnshire","07Y","1","1","1","0","1","1","2","0","Wragholme","yes","Hillery","Kub","Oberbrunner","Wragholme","91 Norman lock","Amber spring","Lincolnshire","SK0V 7FG","5707444225","yes","20200322-575260-29F208","2007-03-28","7fbd75117620435eb2675237ac734272","fb4322416a86419cb2bec381bda1ddbc","(00372) 86871","+44(0)1462 580750","c@nbtgilz.ylw","YES, I KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","no","1994-01-06 01:07:09","20200322-575260-29F208","2003-03-25 22:57:43","1976-09-13 00:29:17","5707444225","FY1 9XZ","2006-11-11","0010109023","32","FALSE","6","yes","2c86f001-fd03-4c39-a01a-4fab1820036d","0249941880","(00372) 86871","TRUE","TRUE","TRUE","TRUE","1994-03-15 04:47:59",NA
"7079492921","20051023","Reno","Mante","Abernathy","807 Rogers pike","Kaurland","Jason harbors","Fulmodeston","Norfolk","OX11 8JR","N81059","CULCHETH MEDICAL CENTRE","01925 765101","01622 300782","+44(0)521916669","Norfolk","92A","1","0","0","0","0","0",NA,"0","Fulmodeston","no","Reno","Mante","Abernathy","Fulmodeston","Studio 80Wong overpass","Jasmine ways","Norfolk","EC81 6AE","7079492921","no","20200321-989713-B08AA6","2006-04-24","8fd7e9ba8677446ba5143c02f03f13e2","5767b7f536434c169ef5ace60d17125f","0607971321","0461872808","yl@yvagqctpwx.yfu","YES, I KNOW MY NHS NUMBER","FALSE","no","yes","yes","YES, I HAVE A MEDICAL CONDITION THAT MAKES ME EXTREMELY VULNERABLE TO CORONAVIRUS","yes","2004-08-29 06:18:04","20200321-989713-B08AA6","1971-05-29 12:28:51","1976-06-27 00:32:21","7079492921","IG18 5SB","2006-09-18","0545814262","24","TRUE","3","yes","417fd2e4-c75b-49f2-8291-2afe66055b8a","06171 840620","0607971321","FALSE","TRUE","TRUE","TRUE","2003-07-26 02:12:19",NA
"6447497618","20050926","Leigh","Champlin","Simonis","Studio 92fGeorge fork","South Joyce","Roberts mission","Newfield Green",NA,"BT48 4BZ","Y05751","THANET HEALTH COMMUNITY INTEREST COMPANY","07557 287097","(00225) 097580","06663 79286",NA,"01E","0","0","0","1","0","0","1","0","Newfield Green","no","Leigh","Champlin","Simonis","Newfield Green","689 Mitchell pass","Hancock mountain",NA,"HA3 7ZD","6447497618","no","20200324-173568-4BCCE1","2005-09-03","038e806bc30442d5abc40fdb634f915c","1df2887384d340ec9a7151628cc65751","+44(0)105800875","(09133) 92841","k@dsqnhpmvo.nqt","NO, I DO NOT KNOW MY NHS NUMBER","FALSE","no","no","yes","YES, I HAVE ONE OF THE MEDICAL CONDITIONS ON THE LIST","yes","1984-07-01 19:40:39","20200324-173568-4BCCE1","1979-12-06 12:59:00","2009-03-31 17:32:39","6447497618","SO82 6SE","2005-07-13","03936220072","65","TRUE","5","no","52ea83b6-2116-454b-839a-413a8b5d00a7","06014 57737","+44(0)105800875","FALSE","TRUE","TRUE","TRUE","1996-10-01 00:17:50",NA
